source,subsource,name,desc,lat,lon
dvarai,Kauno apskrities dvarai,Žvirgždės dvarvietė,,55.012115,23.645283
dvarai,Marijampolės apskrities dvarai,Antanavo dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=730,54.700596,23.30698
dvarai,Marijampolės apskrities dvarai,Bartininkų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=756,54.510769,23.029587
dvarai,Marijampolės apskrities dvarai,Branduoliškių (Aukštojo Gelgaudiškio) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=744,55.093548,23.04878
dvarai,Marijampolės apskrities dvarai,Buktos davras,http://www.heritage.lt/dvarai/teritorijos.php?id=731,54.450043,23.393488
dvarai,Marijampolės apskrities dvarai,Daukantiškių (Daugirdiškių) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=745,55.07169,23.015369
dvarai,Marijampolės apskrities dvarai,Didvyžių (Geišterų) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=757,54.727757,23.04274
dvarai,Marijampolės apskrities dvarai,Gelgaudiškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=746,55.078686,22.980095
dvarai,Marijampolės apskrities dvarai,Gižų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=758,54.604362,23.225859
dvarai,Marijampolės apskrities dvarai,Ilguvos dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=747,55.063911,23.324522
dvarai,Marijampolės apskrities dvarai,Ivoniškių (Gudelių) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=732,54.528168,23.683262
dvarai,Marijampolės apskrities dvarai,Kaimelio (Kidulių) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=748,55.067638,22.803572
dvarai,Marijampolės apskrities dvarai,Kalvarijos dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=733,54.412186,23.209476
dvarai,Marijampolės apskrities dvarai,Kataučiznos dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=759,54.766434,22.883717
dvarai,Marijampolės apskrities dvarai,Kidulių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=749,55.0658,22.782576
dvarai,Marijampolės apskrities dvarai,Klampučių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=760,54.581581,22.958508
dvarai,Marijampolės apskrities dvarai,Kvietiškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=736,54.532948000000005,23.345497
dvarai,Marijampolės apskrities dvarai,Liucinavo dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=739,54.500240000000005,23.343094
dvarai,Marijampolės apskrities dvarai,Liūliškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=740,54.480362,23.56209
dvarai,Marijampolės apskrities dvarai,Mikytų palivarkas,http://www.heritage.lt/dvarai/teritorijos.php?id=750,55.018066,23.554838
dvarai,Marijampolės apskrities dvarai,Mockų (Mockavos) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=741,54.326004,23.288216
dvarai,Marijampolės apskrities dvarai,Paežerių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=762,54.63966,22.97827
dvarai,Marijampolės apskrities dvarai,Patilčių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=763,54.496265,23.096416
dvarai,Marijampolės apskrities dvarai,Paveliuonio (Fricynės) dvarvietė,http://www.heritage.lt/dvarai/teritorijos.php?id=751,55.069572,23.274279
dvarai,Marijampolės apskrities dvarai,"Pavilkijo (Mikytų, Nosiedo) dvaras",http://www.heritage.lt/dvarai/teritorijos.php?id=752,55.034222,23.556747
dvarai,Marijampolės apskrities dvarai,Puniškos dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=765,54.632706,22.816887
dvarai,Marijampolės apskrities dvarai,Putinų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=766,54.774639,22.912029
dvarai,Marijampolės apskrities dvarai,Rasių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=767,54.459747,23.060602000000003
dvarai,Marijampolės apskrities dvarai,Riečių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=742,54.48391,23.676727
dvarai,Marijampolės apskrities dvarai,Rumokų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=768,54.721458,22.984665
dvarai,Marijampolės apskrities dvarai,Sviatošino (Kriūkų) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=753,55.064304,23.401178
dvarai,Marijampolės apskrities dvarai,Šūklių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=772,54.710018,22.888405
dvarai,Marijampolės apskrities dvarai,Vilkaviškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=775,54.64801,23.043587
dvarai,Marijampolės apskrities dvarai,Vinkšnupių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=777,54.479164,23.072405
dvarai,Marijampolės apskrities dvarai,Zigmantavo dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=743,54.372658,23.142700000000005
dvarai,Marijampolės apskrities dvarai,Zyplių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=754,54.940666,23.194693
dvarai,Marijampolės apskrities dvarai,Žemosios Panemunės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=755,55.049404,23.464714
dvarai,Klaipėdos apskrities dvarai,Aukštakalvių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=637,55.94834500000001,21.430079
dvarai,Klaipėdos apskrities dvarai,Būtingės dvarvietė,,56.033703,21.100939000000004
dvarai,Klaipėdos apskrities dvarai,Darbėnų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=638,56.024597,21.250294
dvarai,Klaipėdos apskrities dvarai,Dimitravo dvaras,http://lt.wikipedia.org/wiki/Dimitravas,55.96867,21.232183
dvarai,Klaipėdos apskrities dvarai,Dvaralio (Petriškės) dvarvietė,,56.303516,21.785889
dvarai,Klaipėdos apskrities dvarai,Gaudučių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=639,55.916973,21.546013
dvarai,Klaipėdos apskrities dvarai,Gedminaičių dvaras, Aprašymas (http://lietuvosdvarai.wordpress.com/2011/12/04/gedminaiciu-dvarviete/) ,55.526031,21.680962
dvarai,Klaipėdos apskrities dvarai,Gedminų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=622,55.676594,21.181984
dvarai,Klaipėdos apskrities dvarai,Gintarų dvarvietė,spėjama,55.930836,21.492519
dvarai,Klaipėdos apskrities dvarai,Jokūbavo dvaras,http://www.heritage.lt/dvarai/foto.php?id=640,55.830093,21.343754
dvarai,Klaipėdos apskrities dvarai,Juodkaičių dvarvietė,http://www.heritage.lt/dvarai/teritorijos.php?id=652,56.350464,21.821121
dvarai,Klaipėdos apskrities dvarai,Kalotės dvarvietė,,55.788445,21.122225
dvarai,Klaipėdos apskrities dvarai,Kašučių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=641,55.993046,21.310472
dvarai,Klaipėdos apskrities dvarai,Kivylių dvaras,,56.3013,21.723087
dvarai,Klaipėdos apskrities dvarai,Klemiškės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=625,55.723793,21.204386
dvarai,Klaipėdos apskrities dvarai,Kiškėnų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=624,55.687824,21.291569
dvarai,Klaipėdos apskrities dvarai,Kliošių dvarvietė,http://www.heritage.lt/dvarai/teritorijos.php?id=626,55.542854,21.327559
dvarai,Klaipėdos apskrities dvarai,Kretingos dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=642,55.899967,21.248707
dvarai,Klaipėdos apskrities dvarai,Lankiškių (Dovilų I) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=628,55.67731100000001,21.359171
dvarai,Klaipėdos apskrities dvarai,Laukžemės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=643,56.071743,21.205685
dvarai,Klaipėdos apskrities dvarai,Leliūnų (Pesčių) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=644,56.055828,21.502369
dvarai,Klaipėdos apskrities dvarai,Lėbartų (Dovilų II) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=629,55.66486,21.297565
dvarai,Klaipėdos apskrities dvarai,Macikų dvaras,Aprašymas (http://lietuvosdvarai.wordpress.com/2011/07/09/maciku-dvaras/) ,55.351471,21.513193
dvarai,Klaipėdos apskrities dvarai,Mažučių dvaras,http://lt.wikipedia.org/wiki/Ma%C5%BEu%C4%8Di%C5%B3_dvaras,56.031822,21.212196
dvarai,Klaipėdos apskrities dvarai,Palangos (Tiškevičių) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=816,55.90686,21.056049
dvarai,Klaipėdos apskrities dvarai,Paupio (Bachmano) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=630,55.72397200000001,21.170956
dvarai,Klaipėdos apskrities dvarai,Priekulės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=631,55.560547,21.320761
dvarai,Klaipėdos apskrities dvarai,Pryšmančių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=646,55.88734800000001,21.177843
dvarai,Klaipėdos apskrities dvarai,Samališkės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=633,55.696007,21.491961
dvarai,Klaipėdos apskrities dvarai,Skuodo dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=654,56.26911900000001,21.521486
dvarai,Klaipėdos apskrities dvarai,Stemplių dvaras,Aprašymas (http://lietuvosdvarai.wordpress.com/2011/07/03/stempliu-dvaras/),55.514091,21.796961
dvarai,Klaipėdos apskrities dvarai,Šalyno I dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=647,55.998535,21.510757
dvarai,Klaipėdos apskrities dvarai,Šarkės (Daujotų) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=655,56.262268,21.638153
dvarai,Klaipėdos apskrities dvarai,Šilutės (Šojaus) dvaras,Aprašymas (http://lietuvosdvarai.wordpress.com/2011/07/13/silutes-sojaus-dvaras/) ,55.340801,21.460398
dvarai,Klaipėdos apskrities dvarai,Švėkšnos dvaras,Aprašymas (http://lietuvosdvarai.wordpress.com/2011/07/17/sveksnos-dvaras/)   ,55.514015,21.618904
dvarai,Klaipėdos apskrities dvarai,Tintelių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=648,55.98300600000001,21.513077
dvarai,Klaipėdos apskrities dvarai,Vėžaičių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=635,55.71529,21.475344
dvarai,Klaipėdos apskrities dvarai,Vilkėno dvaras,Aprašymas (http://lietuvosdvarai.wordpress.com/2011/06/07/vilkeno-dvaras/)   ,55.49716900000001,21.634193
dvarai,Klaipėdos apskrities dvarai,Žadeikių I dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=650,55.919273,21.434027
dvarai,Klaipėdos apskrities dvarai,Žemgrindžių (Tauralaukio Sendvario) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=636,55.77080500000001,21.282127
dvarai,Panevėžio apskrities dvarai,Adomynės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=357,55.749073,25.304476
dvarai,Panevėžio apskrities dvarai,Alančių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=261,55.520992,24.553135
dvarai,Panevėžio apskrities dvarai,Aleksandravėlės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=330,55.885193,25.944365
dvarai,Panevėžio apskrities dvarai,Antašavos dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=358,55.908833,24.806013
dvarai,Panevėžio apskrities dvarai,Antanašės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=331,55.921722,25.812763
dvarai,Panevėžio apskrities dvarai,Astravo dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=369,56.219616,24.767475
dvarai,Panevėžio apskrities dvarai,Aukštadvario (Rokiškio r.) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=332,56.085663,25.218601
dvarai,Panevėžio apskrities dvarai,Aukštadvario (Panevėžio r.) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=263,55.443195,24.302036
dvarai,Panevėžio apskrities dvarai,Ažuolpamūšės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=304,56.106285,24.446962
dvarai,Panevėžio apskrities dvarai,Bagdoniškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=333,55.890778,25.725967
dvarai,Panevėžio apskrities dvarai,Baltapamūšio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=305,56.285652,24.342569
dvarai,Panevėžio apskrities dvarai,Berklainių/Barklainių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=306,56.086582,24.570858
dvarai,Panevėžio apskrities dvarai,Biržų pilis,,56.205032,24.752325
dvarai,Panevėžio apskrities dvarai,Butautų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=370,56.288895,24.603045
dvarai,Panevėžio apskrities dvarai,Čedasų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=334,56.120007,25.41378
dvarai,Panevėžio apskrities dvarai,Dagilynės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=307,56.135399,24.501572
dvarai,Panevėžio apskrities dvarai,Daniliškio davras,http://www.heritage.lt/dvarai/teritorijos.php?id=265,55.484482,24.070669
dvarai,Panevėžio apskrities dvarai,Daniūnų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=308,56.160656,24.548006
dvarai,Panevėžio apskrities dvarai,Daučkėnų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=309,56.110065,24.628365
dvarai,Panevėžio apskrities dvarai,Daudžgirių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=372,56.17049,24.651089
dvarai,Panevėžio apskrities dvarai,Didžiosios Panemunės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=373,56.344017,24.623581
dvarai,Panevėžio apskrities dvarai,Gačionių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=335,55.80719,25.669662
dvarai,Panevėžio apskrities dvarai,Geltonpamūšės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=311,56.171146,24.430462
dvarai,Panevėžio apskrities dvarai,Giniūnų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=267,55.76998100000001,24.029888
dvarai,Panevėžio apskrities dvarai,Gulbinėnų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=312,56.07875400000001,24.648129
dvarai,Panevėžio apskrities dvarai,Ilzenbergo dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=336,56.159737,25.524008
dvarai,Panevėžio apskrities dvarai,Joniškėlio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=314,56.031857,24.168591
dvarai,Panevėžio apskrities dvarai,Jotainių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=269,55.543697,24.403402
dvarai,Panevėžio apskrities dvarai,Jutkonių dvaras,,55.678589,24.05463
dvarai,Panevėžio apskrities dvarai,Kalneliškių (Didžiųjų Grūžių) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=310,56.117172,24.229317
dvarai,Panevėžio apskrities dvarai,Kamardės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=315,56.297302,24.294504
dvarai,Panevėžio apskrities dvarai,Kauklių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=316,55.929802,24.20962
dvarai,Panevėžio apskrities dvarai,Kavoliškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=339,55.947506,25.532614
dvarai,Panevėžio apskrities dvarai,Kyburių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=317,56.233322,24.229445
dvarai,Panevėžio apskrities dvarai,Kraštų (Biržų r.) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=375,56.15099,25.040245
dvarai,Panevėžio apskrities dvarai,Kraštų (Rokiškio r.) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=341,55.914108,25.904646
dvarai,Panevėžio apskrities dvarai,Kučių (Bistrampolio) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=272,55.596825,24.356388
dvarai,Panevėžio apskrities dvarai,Lavėnų (Niurkonių) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=318,55.918983,24.293303
dvarai,Panevėžio apskrities dvarai,Leonardavos dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=275,55.59787,24.113703
dvarai,Panevėžio apskrities dvarai,Liberiškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=276,55.697906,24.108768
dvarai,Panevėžio apskrities dvarai,"Linkavičių (Linkaučių, Slabados) dvaras",http://www.heritage.lt/dvarai/teritorijos.php?id=277,55.51514800000001,24.07317
dvarai,Panevėžio apskrities dvarai,Liūdynės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=278,55.692524,24.457239
dvarai,Panevėžio apskrities dvarai,Mantagailiškio davras,http://www.heritage.lt/dvarai/teritorijos.php?id=377,56.215893,24.682138
dvarai,Panevėžio apskrities dvarai,Mazgeliškių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=361,55.798199,25.169796000000005
dvarai,Panevėžio apskrities dvarai,Mirabelio dvarvietė,spėjama,55.843662,25.059172
dvarai,Panevėžio apskrities dvarai,Mitriūnų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=280,55.579582,23.978519
dvarai,Panevėžio apskrities dvarai,Moliūnų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=320,55.925644,24.474579
dvarai,Panevėžio apskrities dvarai,Nairių dvarvietė,http://www.heritage.lt/dvarai/teritorijos.php?id=321,56.212685,24.169922
dvarai,Panevėžio apskrities dvarai,Naudvario dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=281,55.74264500000001,24.103252
dvarai,Panevėžio apskrities dvarai,Noriūnų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=362,55.799835,24.888819
dvarai,Panevėžio apskrities dvarai,Obelių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=344,55.946072,25.788088
dvarai,Panevėžio apskrities dvarai,Onuškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=345,56.13979700000001,25.531862
dvarai,Panevėžio apskrities dvarai,Pabiržės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=379,56.18190800000001,24.659349
dvarai,Panevėžio apskrities dvarai,Pajiešmenės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=322,56.106537,24.495951
dvarai,Panevėžio apskrities dvarai,Pajuodupės dvarvietė,spėjama,55.862331,24.980421
dvarai,Panevėžio apskrities dvarai,Pajuostės dvarvietė,http://www.heritage.lt/dvarai/teritorijos.php?id=286,55.735325,24.432564
dvarai,Panevėžio apskrities dvarai,Palėvenės (Pauliankos) dvaras,Aprašymas (http://lietuvosdvarai.wordpress.com/2011/06/28/palevenes-pauliankos-dvaras/) ,55.782173,24.82983
dvarai,Panevėžio apskrities dvarai,Paliūniškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=288,55.794262,24.437456
dvarai,Panevėžio apskrities dvarai,Pamiškės (Paliesės) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=289,55.848469,24.241268
dvarai,Panevėžio apskrities dvarai,Pandėlio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=346,56.019939,25.225222
dvarai,Panevėžio apskrities dvarai,Panemunio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=348,56.064262,25.287846
dvarai,Panevėžio apskrities dvarai,Papilio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=382,56.111191,25.006514
dvarai,Panevėžio apskrities dvarai,Parovėjos dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=383,56.111897000000006,25.030073
dvarai,Panevėžio apskrities dvarai,Pasausiškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=349,55.930763,25.875099
dvarai,Panevėžio apskrities dvarai,Petrošiškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=350,55.82954,25.455364
dvarai,Panevėžio apskrities dvarai,Puziniškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=290,55.868557,24.065166
dvarai,Panevėžio apskrities dvarai,Raudonpamūšės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=323,56.147774,24.456188
dvarai,Panevėžio apskrities dvarai,Rindaugų dvarvietė,http://www.heritage.lt/dvarai/teritorijos.php?id=384,56.32325,24.676666
dvarai,Panevėžio apskrities dvarai,Rodų II dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=292,55.57473,24.150051
dvarai,Panevėžio apskrities dvarai,Rokiškėlių (Zaboravos) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=351,55.904682,25.661316
dvarai,Panevėžio apskrities dvarai,Rokiškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=352,55.965466,25.600847
dvarai,Panevėžio apskrities dvarai,Salamiesčio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=364,55.940559,24.875406
dvarai,Panevėžio apskrities dvarai,Saločių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=324,56.231068,24.415934
dvarai,Panevėžio apskrities dvarai,Salų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=353,55.81153100000001,25.367088
dvarai,Panevėžio apskrities dvarai,Skrebiškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=387,56.182625,25.042068
dvarai,Panevėžio apskrities dvarai,Sokų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=325,56.147617,24.442905000000003
dvarai,Panevėžio apskrities dvarai,Staniūnų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=294,55.709755,24.392481
dvarai,Panevėžio apskrities dvarai,Šetekšnų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=365,55.802547,25.319088
dvarai,Panevėžio apskrities dvarai,Škilinpamūšio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=326,56.266724,24.364929
dvarai,Panevėžio apskrities dvarai,Tarnavos dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=355,55.776886,25.72011
dvarai,Panevėžio apskrities dvarai,Teresdvario dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=296,55.780628,24.659435
dvarai,Panevėžio apskrities dvarai,Upytės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=298,55.646633,24.225863
dvarai,Panevėžio apskrities dvarai,Ustronės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=299,55.615395,24.101923
dvarai,Panevėžio apskrities dvarai,Ūdrų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=297,55.623951,24.113274
dvarai,Panevėžio apskrities dvarai,Vadaktėlių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=300,55.634815,24.115913
dvarai,Panevėžio apskrities dvarai,Vadaktų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=301,55.605457,24.112158
dvarai,Panevėžio apskrities dvarai,Vaduvų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=367,55.841396,25.292416
dvarai,Panevėžio apskrities dvarai,Zasinyčių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=368,55.951195,24.981623
dvarai,Panevėžio apskrities dvarai,Žadeikonių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=328,56.20237,24.367353
dvarai,Panevėžio apskrities dvarai,Žilpamūšio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=329,56.155792,24.446833
dvarai2,Vilniaus apskrities dvarai,Anavilių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=90,54.943859,25.222227
dvarai2,Vilniaus apskrities dvarai,Antavilių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=91,54.794952,25.397129
dvarai2,Vilniaus apskrities dvarai,Astruvkos dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=40,54.980816,24.634502
dvarai2,Vilniaus apskrities dvarai,Aukštadvario dvaras,Aprašymas (http://lietuvosdvarai.wordpress.com/2011/05/08/aukstadvario-dvaras/) ,54.575825,24.51819
dvarai2,Vilniaus apskrities dvarai,Auštųjų Svirnių dvarvietė,spėjama,55.35799,24.890985000000004
dvarai2,Vilniaus apskrities dvarai,Ausieniškių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=13,54.790455,24.779533000000004
dvarai2,Vilniaus apskrities dvarai,Babrukiškių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=92,54.822052,25.073589
dvarai2,Vilniaus apskrities dvarai,Balelių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=63,55.45343,24.71484
dvarai2,Vilniaus apskrities dvarai,Baltosios Vokės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=93,54.598423,25.189741
dvarai2,Vilniaus apskrities dvarai,Bareikiškių dvaras,spėjama vieta,54.61581,25.464592
dvarai2,Vilniaus apskrities dvarai,Bartkuškio dvaras,Aprašymas (http://lietuvosdvarai.wordpress.com/2011/06/12/bartkuskio-dvaras/) ,54.941566,24.934824
dvarai2,Vilniaus apskrities dvarai,Bezdonių I (Arvydų) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=94,54.798717,25.520962000000004
dvarai2,Vilniaus apskrities dvarai,Buivydiškių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=95,54.720535,25.197304
dvarai2,Vilniaus apskrities dvarai,Buivydžių I (Buivydžių klebonijos) dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=96,54.836605,25.739582
dvarai2,Vilniaus apskrities dvarai,Bukiškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=97,54.76347400000001,25.206047
dvarai2,Vilniaus apskrities dvarai,Cirkliškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=26,55.118664,26.13862
dvarai2,Vilniaus apskrities dvarai,Čiobiškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=43,54.952351,24.655552
dvarai2,Vilniaus apskrities dvarai,Daugirdiškių dvarvietė,http://www.heritage.lt/dvarai/teritorijos.php?id=14,54.644611,24.751123
dvarai2,Vilniaus apskrities dvarai,Daumantiškių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=65,55.14381,24.726288000000004
dvarai2,Vilniaus apskrities dvarai,Gaidelių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=44,55.075394,25.114113
dvarai2,Vilniaus apskrities dvarai,Galinės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=796,54.810528000000005,25.167103
dvarai2,Vilniaus apskrities dvarai,Gelvonų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=45,55.068295,24.679499
dvarai2,Vilniaus apskrities dvarai,Gineitiškių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=15,54.523724,24.42119
dvarai2,Vilniaus apskrities dvarai,Glitiškių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=100,54.985222,25.221842
dvarai2,Vilniaus apskrities dvarai,Gornostajiškių dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=4,54.175907,25.036383
dvarai2,Vilniaus apskrities dvarai,Jasiuliškio dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=66,55.317863,24.842834
dvarai2,Vilniaus apskrities dvarai,Jašiūnų dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=5,54.433609,25.298595
dvarai2,Vilniaus apskrities dvarai,Joneliškės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=28,55.167049,25.841410000000003
dvarai2,Vilniaus apskrities dvarai,Jonėnų dvarvietė,spėjama,55.0355,25.528793
dvarai2,Vilniaus apskrities dvarai,Juodės dvaras,http://www.heritage.lt/dvarai/teritorijos.php?id=46,54.921509,25.087366
